Code,Description,Category,Source
P2413, Exhaust Gas Recirculation System Performance,Powertrain,OBD-II Standard
P2414, O2 Sensor Exhaust Sample Error,Powertrain,OBD-II Standard
P2415, O2 Sensor Exhaust Sample Error,Powertrain,OBD-II Standard
P2416, O2 Sensor Signals Swapped Bank 1 Sensor 2 / Bank 1 Sensor 3,Powertrain,OBD-II Standard
P2417, O2 Sensor Signals Swapped Bank 2 Sensor 2 / Bank 2 Sensor 3,Powertrain,OBD-II Standard
P2418, Evaporative Emission System Switching Valve Control Circuit / Open,Powertrain,OBD-II Standard
P2419, Evaporative Emission System Switching Valve Control Circuit Low,Powertrain,OBD-II Standard
P2420, Evaporative Emission System Switching Valve Control Circuit High,Powertrain,OBD-II Standard
P2421, Evaporative Emission System Vent Valve Stuck Open,Powertrain,OBD-II Standard
P2422, Evaporative Emission System Vent Valve Stuck Closed,Powertrain,OBD-II Standard
P2423, HC Adsorption Catalyst Efficiency Below Threshold,Powertrain,OBD-II Standard
P2424, HC Adsorption Catalyst Efficienc y Below Threshold,Powertrain,OBD-II Standard
P2425, Exhaust Gas Recirculation Cooling Valve Control Circuit/Open,Powertrain,OBD-II Standard
P2426, Exhaust Gas Recirculation Cooling Valve Control Circuit Low,Powertrain,OBD-II Standard
P2427, Exhaust Gas Recirculation Cooling Valve Control Circuit High,Powertrain,OBD-II Standard
P2428, Exhaust Gas Temperature Too High,Powertrain,OBD-II Standard
P2429, Exhaust Gas Temperature Too High,Powertrain,OBD-II Standard
P2430, Secondary Air Injection System Air Flow/Pressure Sensor Circuit,Powertrain,OBD-II Standard
P2431, Secondary Air Injection System Air Flow/Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P2432, Secondary Air Injection System Air Flow/Pres sure Sensor Circuit Low,Powertrain,OBD-II Standard
P2433, Secondary Air Injection System Air Flow/Pressure Sensor Circuit High,Powertrain,OBD-II Standard
P2434, Secondary Air Injection System Air Flow/Pressure Sensor Circuit Intermittent/Erratic,Powertrain,OBD-II Standard
P2435, Secondary Air Injection System Air Flow/Pressure Sensor C ircuit,Powertrain,OBD-II Standard
P2436, Secondary Air Injection System Air Flow/Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P2437, Secondary Air Injection System Air Flow/Pressure Sensor Circuit Low,Powertrain,OBD-II Standard
P2438, Secondary Air Injection System Air Flow/Pressure Sensor Circuit High,Powertrain,OBD-II Standard
P2439, Secondary Air Injection System Air Flow/Pressure Sensor Circuit Intermittent/Erratic,Powertrain,OBD-II Standard
P2440, Secondary Air Injection System Switching Valve Stuck Open,Powertrain,OBD-II Standard
P2441, Secondary Air Injection System Switching Valve Stuck Closed,Powertrain,OBD-II Standard
P2442, Secondary Air Injection System Swi tching Valve Stuck Open,Powertrain,OBD-II Standard
P2443, Secondary Air Injection System Switching Valve Stuck Closed,Powertrain,OBD-II Standard
P2444, Secondary Air Injection System Pump Stuck On,Powertrain,OBD-II Standard
P2445, Secondary Air Injection System Pump Stuck Off,Powertrain,OBD-II Standard
P2446, Secondary Air Injection System Pump Stuck On,Powertrain,OBD-II Standard
P2447, Secondary Air Injection System Pump Stuck Off,Powertrain,OBD-II Standard
P2500, Generator Lamp/L -Terminal Circuit Low,Powertrain,OBD-II Standard
P2501, Generator Lamp/L -Terminal Circuit High,Powertrain,OBD-II Standard
P2502, Charging System Voltage,Powertrain,OBD-II Standard
P2503, Charging System Voltage Low,Powertrain,OBD-II Standard
P2504, Charging System Voltage High,Powertrain,OBD-II Standard
P2505, ECM/PCM Pow er Input Signal,Powertrain,OBD-II Standard
P2506, ECM/PCM Power Input Signal Range/Performance,Powertrain,OBD-II Standard
P2507, ECM/PCM Power Input Signal Low,Powertrain,OBD-II Standard
P2508, ECM/PCM Power Input Signal High,Powertrain,OBD-II Standard
P2509, ECM/PCM Power Input Signal Intermittent,Powertrain,OBD-II Standard
P251,1 ECM/PCM Power Relay Sense Circuit Intermittent,Powertrain,OBD-II Standard
P2510, ECM/PCM Power Relay Sense Circuit Range/Performance,Powertrain,OBD-II Standard
P2512, Event Data Recorder Request Circuit/ Open,Powertrain,OBD-II Standard
P2513, Event Data Recorder Request Circuit Low,Powertrain,OBD-II Standard
P2514, Event Data Recorder Request Circuit High,Powertrain,OBD-II Standard
P2515, A/C Refrigerant Pressure Sensor B Circuit,Powertrain,OBD-II Standard
P2516, A/C R efrigerant Pressure Sensor B Circuit Range/Performance,Powertrain,OBD-II Standard
P2517, A/C Refrigerant Pressure Sensor B Circuit Low,Powertrain,OBD-II Standard
P2518, A/C Refrigerant Pressure Sensor B Circuit High,Powertrain,OBD-II Standard
P2519, A/C Request A Circuit,Powertrain,OBD-II Standard
P2520, A/C Request A Circuit Low,Powertrain,OBD-II Standard
P2521, A/C Request A  Circuit High,Powertrain,OBD-II Standard
P2522, A/C Request B Circuit,Powertrain,OBD-II Standard
P2523, A/C Request B Circuit Low,Powertrain,OBD-II Standard
P2524, A/C Request B Circuit High,Powertrain,OBD-II Standard
P2525, Vacuum Reservoir Pressure Sensor Circuit,Powertrain,OBD-II Standard
P2526, Vacuum Reservoir Pressure Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P2527, Vacuum Reservoir Pr essure Sensor Circuit Low,Powertrain,OBD-II Standard
P2528, Vacuum Reservoir Pressure Sensor Circuit High,Powertrain,OBD-II Standard
P2529, Vacuum Reservoir Pressure Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P2530, Ignition Switch Run Position Circuit,Powertrain,OBD-II Standard
P2531, Ignition Switch Run Position Circuit Low,Powertrain,OBD-II Standard
P2532, Ignition Switch R un Position Circuit High,Powertrain,OBD-II Standard
P2533, Ignition Switch Run/Start Position Circuit,Powertrain,OBD-II Standard
P2534, Ignition Switch Run/Start Position Circuit Low,Powertrain,OBD-II Standard
P2535, Ignition Switch Run/Start Position Circuit High,Powertrain,OBD-II Standard
P2536, Ignition Switch Accessory Position Circuit,Powertrain,OBD-II Standard
P2537, Ignition Switch  Accessory Position Circuit Low,Powertrain,OBD-II Standard
P2538, Ignition Switch Accessory Position Circuit High,Powertrain,OBD-II Standard
P2539, Low Pressure Fuel System Sensor Circuit,Powertrain,OBD-II Standard
P2540, Low Pressure Fuel System Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P2541, Low Pressure Fuel System Sensor Circuit Low,Powertrain,OBD-II Standard
P2542, Low Pressure Fuel System Sensor Circuit High,Powertrain,OBD-II Standard
P2543, Low Pressure Fuel System Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P2544, Torque Management Request Input Signal A,Powertrain,OBD-II Standard
P2545, Torque Management Request Input Signal A Range/Performance,Powertrain,OBD-II Standard
P2546, Torque Management Request  Input Signal A Low,Powertrain,OBD-II Standard
P2547, Torque Management Request Input Signal A High,Powertrain,OBD-II Standard
P2548, Torque Management Request Input Signal B,Powertrain,OBD-II Standard
P2549, Torque Management Request Input Signal B Range/Performance,Powertrain,OBD-II Standard
P2550, Torque Management Request Input Signal B Low,Powertrain,OBD-II Standard
P2551, Torque Management Request Input Signal B High,Powertrain,OBD-II Standard
P2552, Throttle/Fuel Inhibit Circuit,Powertrain,OBD-II Standard
P2553, Throttle/Fuel Inhibit Circuit Range/Performance,Powertrain,OBD-II Standard
P2554, Throttle/Fuel Inhibit Circuit Low,Powertrain,OBD-II Standard
P2555, Throttle/Fuel Inhibit Circuit High,Powertrain,OBD-II Standard
P2556, Engine Coolant Level Senso r/Switch Circuit,Powertrain,OBD-II Standard
P2557, Engine Coolant Level Sensor/Switch Circuit Range/Performance,Powertrain,OBD-II Standard
P2558, Engine Coolant Level Sensor/Switch Circuit Low,Powertrain,OBD-II Standard
P2559, Engine Coolant Level Sensor/Switch Circuit High,Powertrain,OBD-II Standard
P2560, Engine Coolant Level Low,Powertrain,OBD-II Standard
P2561, A/C Control Module Requ ested MIL Illumination,Powertrain,OBD-II Standard
P2562, Turbocharger Boost Control Position Sensor Circuit,Powertrain,OBD-II Standard
P2563, Turbocharger Boost Control Position Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P2564, Turbocharger Boost Control Position Sensor Circuit Low,Powertrain,OBD-II Standard
P2565, Turbocharger Boost Control Pos ition Sensor Circuit High,Powertrain,OBD-II Standard
P2566, Turbocharger Boost Control Position Sensor Circuit Intermittent,Powertrain,OBD-II Standard
P2567, Direct Ozone Reduction Catalyst Temperature Sensor Circuit,Powertrain,OBD-II Standard
P2568, Direct Ozone Reduction Catalyst Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P2569, Direct Ozone Reduction Catalyst Temperature Sensor Circuit Low,Powertrain,OBD-II Standard
P2570, Direct Ozone Reduction Catalyst Temperature Sensor Circuit High,Powertrain,OBD-II Standard
P2571, Direct Ozone Reduction Catalyst Temperature Sensor Circuit Intermittent/Erratic,Powertrain,OBD-II Standard
P2572, Direct Ozone Reduction Catalys t Deterioration Sensor Circuit,Powertrain,OBD-II Standard
P2573, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Range/Performance,Powertrain,OBD-II Standard
P2574, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Low,Powertrain,OBD-II Standard
P2575, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit  High,Powertrain,OBD-II Standard
P2576, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Intermittent/Erratic,Powertrain,OBD-II Standard
P2577, Direct Ozone Reduction Catalyst Efficiency Below Threshold,Powertrain,OBD-II Standard
P2600, Coolant Pump Control Circuit/Open,Powertrain,OBD-II Standard
P2601, Coolant Pump Control Circuit Range/Performance,Powertrain,OBD-II Standard
P2602, Coolant Pump Control Circuit Low,Powertrain,OBD-II Standard
P2603, Coolant Pump Control Circuit High,Powertrain,OBD-II Standard
P2604, Intake Air Heater A Circuit Range/Performance,Powertrain,OBD-II Standard
P2605, Intake Air Heater A Circuit/Open,Powertrain,OBD-II Standard
P2606, Intake Air Heater B Circuit Range/Performance,Powertrain,OBD-II Standard
P2607, Intake Air Heate r B Circuit Low,Powertrain,OBD-II Standard
P2608, Intake Air Heater B Circuit High,Powertrain,OBD-II Standard
P2609, Intake Air Heater System Performance,Powertrain,OBD-II Standard
P2610, ECM/PCM Internal Engine Off Timer Performance,Powertrain,OBD-II Standard
P2611, A/C Refrigerant Distribution Valve Control Circuit/Open,Powertrain,OBD-II Standard
P2612, A/C Refrigerant Distribution Valve Control Circuit Low,Powertrain,OBD-II Standard
P2613, A/C Refrigerant Distribution Valve Control Circuit High,Powertrain,OBD-II Standard
P2614, Camshaft Position Signal Output Circuit/Open,Powertrain,OBD-II Standard
P2615, Camshaft Position Signal Output Circuit Low,Powertrain,OBD-II Standard
P2616, Camshaft Position Signal Output Circuit High,Powertrain,OBD-II Standard
P2617, Crank shaft Position Signal Output Circuit/Open,Powertrain,OBD-II Standard
P2618, Crankshaft Position Signal Output Circuit Low,Powertrain,OBD-II Standard
P2619, Crankshaft Position Signal Output Circuit High,Powertrain,OBD-II Standard
P2620, Throttle Position Output Circuit/Open,Powertrain,OBD-II Standard
P2621, Throttle Position Output Circuit Low,Powertrain,OBD-II Standard
P2622, Throttle Po sition Output Circuit High,Powertrain,OBD-II Standard
P2623, Injector Control Pressure Regulator Circuit/Open,Powertrain,OBD-II Standard
P2624, Injector Control Pressure Regulator Circuit Low,Powertrain,OBD-II Standard
P2625, Injector Control Pressure Regulator Circuit High,Powertrain,OBD-II Standard
P2626, O2 Sensor Pumping Current Trim Circuit/Open,Powertrain,OBD-II Standard
P2627, O2 S ensor Pumping Current Trim Circuit Low,Powertrain,OBD-II Standard
P2628, O2 Sensor Pumping Current Trim Circuit High,Powertrain,OBD-II Standard
P2629, O2 Sensor Pumping Current Trim Circuit/Open,Powertrain,OBD-II Standard
P2630, O2 Sensor Pumping Current Trim Circuit Low,Powertrain,OBD-II Standard
P2631, O2 Sensor Pumping Current Trim Circuit High,Powertrain,OBD-II Standard
P2632, Fuel Pu mp B Control Circuit /Open,Powertrain,OBD-II Standard
P2633, Fuel Pump B Control Circuit Low,Powertrain,OBD-II Standard
P2634, Fuel Pump B Control Circuit High,Powertrain,OBD-II Standard
P2635, Fuel Pump A Low Flow / Performance,Powertrain,OBD-II Standard
P2636, Fuel Pump B Low Flow / Performance,Powertrain,OBD-II Standard
P2637, Torque Management Feedback Signal A,Powertrain,OBD-II Standard
P2638, Torq ue Management Feedback Signal A Range/Performance,Powertrain,OBD-II Standard
P2639, Torque Management Feedback Signal A Low,Powertrain,OBD-II Standard
P2640, Torque Management Feedback Signal A High,Powertrain,OBD-II Standard
P2641, Torque Management Feedback Signal B,Powertrain,OBD-II Standard
P2642, Torque Management Feedback Signal B Range/Performan ce,Powertrain,OBD-II Standard
P2643, Torque Management Feedback Signal B Low,Powertrain,OBD-II Standard
P2644, Torque Management Feedback Signal B High,Powertrain,OBD-II Standard
P2645, A Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard
P2646, A Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard
P2647, A Rocker Arm Actuator System S tuck On,Powertrain,OBD-II Standard
P2648, A Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard
P2649, A Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard
P2650, B Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard
P2651, B Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard
P2652, B Rocker Arm Actuator  System Stuck On,Powertrain,OBD-II Standard
P2653, B Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard
P2654, B Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard
P2655, A Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard
P2656, A Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard
P2657, A Rocker Arm  Actuator System Stuck On,Powertrain,OBD-II Standard
P2658, A Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard
P2659, A Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard
P2660, B Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard
P2661, B Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard
P2662, B R ocker Arm Actuator System Stuck On,Powertrain,OBD-II Standard
P2663, B Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard
P2664, B Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard
P2665, Fuel Shutoff Valve B Control Circuit/Open,Powertrain,OBD-II Standard
P2666, Fuel Shutoff Valve B Control Circuit Low,Powertrain,OBD-II Standard
P2667, Fuel Shuto ff Valve B Control Circuit High,Powertrain,OBD-II Standard
P2668, Fuel Mode Indicator Lamp Control Circuit,Powertrain,OBD-II Standard
P2669, Actuator Supply Voltage B Circuit /Open,Powertrain,OBD-II Standard
P2670, Actuator Supply Voltage B Circuit Low,Powertrain,OBD-II Standard
P2671, Actuator Supply Voltage B Circuit High,Powertrain,OBD-II Standard
P2700, Transmission Friction E lement A Apply Time Range/Performance,Powertrain,OBD-II Standard
P2701, Transmission Friction Element B Apply Time Range/Performance,Powertrain,OBD-II Standard
P2702, Transmission Friction Element C Apply Time Range/Performance,Powertrain,OBD-II Standard
P2703, Transmission Friction Element D Apply Time Range/Performance,Powertrain,OBD-II Standard
P2704, Transmission Friction Element E Apply Time Range/Performance,Powertrain,OBD-II Standard
P2705, Transmission Friction Element F Apply Time Range/Performance,Powertrain,OBD-II Standard
P2706, Shift Solenoid F,Powertrain,OBD-II Standard
P2707, Shift Solenoid F Performance or Stuck Off,Powertrain,OBD-II Standard
P2708, Shift Solenoid F Stuck On,Powertrain,OBD-II Standard
P2709, Shift Solenoid F Electrical,Powertrain,OBD-II Standard
P2710, Shift Solenoid F Intermittent,Powertrain,OBD-II Standard
P2711, Unexpected Mechanical Gear Disengagement,Powertrain,OBD-II Standard
P2712, Hydraulic Power Unit Leakage,Powertrain,OBD-II Standard
P2713, Pressure Control Solenoid D,Powertrain,OBD-II Standard
P2714, Pressure Control Solenoid D Performance or Stuck Off,Powertrain,OBD-II Standard
P2715, Pressure Control Solenoid D Stuck On,Powertrain,OBD-II Standard
P2716, Pressure Control Solenoid D Electrical,Powertrain,OBD-II Standard
P2717, Pressure Control Solenoid D Intermittent,Powertrain,OBD-II Standard
P2718, Pressure Control Solenoid D Control Circuit / Open,Powertrain,OBD-II Standard
P2719, Pressure Control Solenoid D Control Circuit Range/ Performance,Powertrain,OBD-II Standard
P2720, Pressure Control Solenoid D Control Circuit Low,Powertrain,OBD-II Standard
P2721, Pressure Control Solenoid D Control Circuit High,Powertrain,OBD-II Standard
P2722, Pressure Control Solenoid E,Powertrain,OBD-II Standard
P2723, Pressure Control Solenoid E Performance or Stuck Off,Powertrain,OBD-II Standard
P2724, Pressure Control Soleno id E Stuck On,Powertrain,OBD-II Standard
P2725, Pressure Control Solenoid E Electrical,Powertrain,OBD-II Standard
P2726, Pressure Control Solenoid E Intermittent,Powertrain,OBD-II Standard
P2727, Pressure Control Solenoid E Control Circuit / Open,Powertrain,OBD-II Standard
P2728, Pressure Control Solenoid E Control Circuit Range/Performance,Powertrain,OBD-II Standard
P2729, Pressure Control Solenoid E Control Circuit Low,Powertrain,OBD-II Standard
P2730, Pressure Control Solenoid E Control Circuit High,Powertrain,OBD-II Standard
P2731, Pressure Control Solenoid F,Powertrain,OBD-II Standard
P2732, Pressure Control Solenoid F Performance or Stuck Off,Powertrain,OBD-II Standard
