Code,Description,Category,Source,Notes;
U1027,SCP (J1850) Invalid or Missing Data for Engine RP M,Network,OBD-II Standard,;
U1028,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1029,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1030,SCP (J1850) Invalid or Missing Data for Experimental #1,Network,OBD-II Standard,;
U1031,SCP (J1850) Invalid or Missing Data for Experimental #1,Network,OBD-II Standard,;
U1032,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1033,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1034,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1035,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1036,SCP (J1850) Invalid or Missing Data for Wheels,Network,OBD-II Standard,;
U1037,SCP (J1850) Invalid or Missing Data for Wheels,Network,OBD-II Standard,;
U1038,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1039,SCP (J1850) Invalid or Missing Data for Primary Id / Vehicle,Network,OBD-II Standard,;
U1040,SCP (J1850) Invalid or Missing Data for Vehicle Speed,Network,OBD-II Standard,;
U1041,SCP (J1850) Invalid or Missing Data for Vehicle Speed,Network,OBD-II Standard,;
U1042,SCP (J1850) Invalid or Missing Data for Traction Control,Network,OBD-II Standard,;
U1043,SCP (J1850) Invalid or Missing Data for Traction Control,Network,OBD-II Standard,;
U1044,SCP (J1850) Inval id or Missing Data for Traction Motor,Network,OBD-II Standard,;
U1045,SCP (J1850) Invalid or Missing Data for Traction Motor,Network,OBD-II Standard,;
U1046,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1047,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1048,SCP (J1850) Invalid or Mi ssing Data for Primary Id,Network,OBD-II Standard,;
U1049,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1050,SCP (J1850) Invalid or Missing Data for Brakes,Network,OBD-II Standard,;
U1051,SCP (J1850) Invalid or Missing Data for Brakes,Network,OBD-II Standard,;
U1052,SCP (J1850) Invalid or Missing Data for Steering / Steering,Network,OBD-II Standard,;
U1053,SCP (J1850) Invalid or Missing Data for Steering / Steering,Network,OBD-II Standard,;
U1054,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1055,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1056,SCP (J1850) Invalid or Missing Data for Vehicle Configuration,Network,OBD-II Standard,;
U1057,SCP (J1850) Invalid or Missing Data for Vehicle Configuration,Network,OBD-II Standard,;
U1058,SCP (J1850) Invalid or Missing Data for Transmission /,Network,OBD-II Standard,;
U1059,SCP (J1850) Invalid or Missing Data for Transmission /,Network,OBD-II Standard,;
U1060,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1061,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1062,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1063,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1064,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1065,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1066,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1067,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1068,SCP (J1850) Inval id or Missing Data for Primary Id,Network,OBD-II Standard,;
U1069,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1070,SCP (J1850) Invalid or Missing Data for Engine Sensors,Network,OBD-II Standard,;
U1071,SCP (J1850) Invalid or Missing Data for Engine Sensors,Network,OBD-II Standard,;
U1072,SCP (J1850) Invalid or Mi ssing Data for Engine Coolant,Network,OBD-II Standard,;
U1073,SCP (J1850) Invalid or Missing Data for Engine Coolant,Network,OBD-II Standard,;
U1074,SCP (J1850) Invalid or Missing Data for Engine Oil,Network,OBD-II Standard,;
U1075,SCP (J1850) Invalid or Missing Data for Engine Oil Temp,Network,OBD-II Standard,;
U1076,SCP (J1850) Invalid or Missi ng Data for Primary Id,Network,OBD-II Standard,;
U1077,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1078,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1079,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1080,SCP (J1850) Invalid or Missing Data for Prim ary Id,Network,OBD-II Standard,;
U1081,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1082,SCP (J1850) Invalid or Missing Data for Engine Systems Other,Network,OBD-II Standard,;
U1083,SCP (J1850) Invalid or Missing Data for Engine Systems Other,Network,OBD-II Standard,;
U1084,SCP (J1850) Invalid or Missing Data for Powertrain Status,Network,OBD-II Standard,;
U1085,SCP (J1850) Invalid or Missing Data for Powertrain Status,Network,OBD-II Standard,;
U1086,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1087,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1088,SCP (J1850) Invalid or Mis sing Data for Suspension,Network,OBD-II Standard,;
U1089,SCP (J1850) Invalid or Missing Data for Suspension,Network,OBD-II Standard,;
U1090,SCP (J1850) Invalid or Missing Data for Non -Legislated,Network,OBD-II Standard,;
U1091,SCP (J1850) Invalid or Missing Data for Non -Legislated,Network,OBD-II Standard,;
U1092,SCP (J1850 ) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1093,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1094,SCP (J1850) Invalid or Missing Data for Experimental #2,Network,OBD-II Standard,;
U1095,SCP (J1850) Invalid or Missing Data for Experimental #2,Network,OBD-II Standard,;
U1096,SCP (J1850) Inva lid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1097,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1098,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control,Network,OBD-II Standard,;
U1099,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control,Network,OBD-II Standard,;
U1100,SCP (J1850 ) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1101,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1102,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1103,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1104,SCP (J1850) Invalid or Mis sing Data for Chassis Status Request,Network,OBD-II Standard,;
U1105,SCP (J1850) Invalid or Missing Data for Chassis Status Request,Network,OBD-II Standard,;
U1106,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics,Network,OBD-II Standard,;
U1107,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics,Network,OBD-II Standard,;
U1108,SCP (J1850) Invalid or Missing Data for Electric Traction Drive,Network,OBD-II Standard,;
U1109,SCP (J1850) Invalid or Missing Data for Electric Traction Drive,Network,OBD-II Standard,;
U1110,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1111,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1112,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1113,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1114,SCP (J1850) Invalid or Missing Data for Charging System,Network,OBD-II Standard,;
U1115,SCP (J1850) Invalid or Missing Da ta for Charging System,Network,OBD-II Standard,;
U1116,SCP (J1850) Invalid or Missing Data for Electrical Energy,Network,OBD-II Standard,;
U1117,SCP (J1850) Invalid or Missing Data for Electrical Energy,Network,OBD-II Standard,;
U1118,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1119,SCP (J18 50) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1120,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1121,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1122,SCP (J1850) Invalid or Missing Data for Odometer,Network,OBD-II Standard,;
U1123,SCP (J1850) Invalid or Mis sing Data for Odometer,Network,OBD-II Standard,;
U1124,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1125,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1126,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1127,SCP (J1850) Invalid or Missing Data for Prim ary Id,Network,OBD-II Standard,;
U1128,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1129,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1130,SCP (J1850) Invalid or Missing Data for Fuel System,Network,OBD-II Standard,;
U1131,SCP (J1850) Invalid or Missing Data for Fuel System,Network,OBD-II Standard,;
U1132,SCP (J1850) Invalid or Missing Data for Vehicle Motion,Network,OBD-II Standard,;
U1133,SCP (J1850) Invalid or Missing Data for Vehicle Motion,Network,OBD-II Standard,;
U1134,SCP (J1850) Invalid or Missing Data for Ignition Switch /,Network,OBD-II Standard,;
U1135,SCP (J1850) Invalid or Missing Data for Ignition Sw itch /,Network,OBD-II Standard,;
U1136,SCP (J1850) Invalid or Missing Data for Telltales,Network,OBD-II Standard,;
U1137,SCP (J1850) Invalid or Missing Data for Telltales,Network,OBD-II Standard,;
U1138,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1139,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1140,SCP (J1850) Invalid or Missing Data for Gateway,Network,OBD-II Standard,;
U1141,SCP (J1850) Invalid or Missing Data for Gateway,Network,OBD-II Standard,;
U1142,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1143,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1144,SCP (J1850) Inva lid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1145,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1146,SCP (J1850) Invalid or Missing Data for Vehicle Security,Network,OBD-II Standard,;
U1147,SCP (J1850) Invalid or Missing Data for Vehicle Security,Network,OBD-II Standard,;
U1148,SCP (J1850) Invalid or Missing Data for Audio Control,Network,OBD-II Standard,;
U1149,SCP (J1850) Invalid or Missing Data for Audio Control,Network,OBD-II Standard,;
U1150,SCP (J1850) Invalid or Missing Data for Audible Warnings,Network,OBD-II Standard,;
U1151,SCP (J1850) Invalid or Missing Data for Audible Warnings,Network,OBD-II Standard,;
U1152,SCP (J1850) Invali d or Missing Data for Experimental #3,Network,OBD-II Standard,;
U1153,SCP (J1850) Invalid or Missing Data for Experimental #3,Network,OBD-II Standard,;
U1154,SCP (J1850) Invalid or Missing Data for Compact Disc,Network,OBD-II Standard,;
U1155,SCP (J1850) Invalid or Missing Data for Compact Disc,Network,OBD-II Standard,;
U1156,SCP (J1850) Invalid or Missing Data for Digital Signal,Network,OBD-II Standard,;
U1157,SCP (J1850) Invalid or Missing Data for Digital Signal,Network,OBD-II Standard,;
U1158,SCP (J1850) Invalid or Missing Data for Antenna,Network,OBD-II Standard,;
U1159,SCP (J1850) Invalid or Missing Data for Antenna,Network,OBD-II Standard,;
U1160,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1161,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1162,SCP (J1850) Invalid or Missing Data for Digital Audio Tape,Network,OBD-II Standard,;
U1163,SCP (J1850) Invalid or Missing Data for Digital Audio Tape,Network,OBD-II Standard,;
U1164,SCP (J1850) Invalid or Missing Data for Tuner / Receiver,Network,OBD-II Standard,;
U1165,SCP (J1850) Invalid or Missing Data for Tuner / Receiver,Network,OBD-II Standard,;
U1166,SCP (J1850) Invalid or Missing Data for Cassette Tape,Network,OBD-II Standard,;
U1167,SCP (J1850) Invalid or Missing Data for Cassette Tape,Network,OBD-II Standard,;
U1168,SCP (J1850 ) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1169,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1170,SCP (J1850) Invalid or Missing Data for Cellular Phone / Paging,Network,OBD-II Standard,;
U1171,SCP (J1850) Invalid or Missing Data for Cellular Phone / Paging,Network,OBD-II Standard,;
U1172,SCP (J1850) Invalid or Missing Data for Remote Button Control,Network,OBD-II Standard,;
U1173,SCP (J1850) Invalid or Missing Data for Remote Button Control,Network,OBD-II Standard,;
U1174,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1175,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1176,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1177,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1178,SCP (J1850) Invalid or Missing Data for Climate Control (HVAC),Network,OBD-II Standard,;
U1179,SCP (J1850) Invalid or Missing Data for Clim ate Control (HVAC),Network,OBD-II Standard,;
U1180,SCP (J1850) Invalid or Missing Data for Personalization,Network,OBD-II Standard,;
U1181,SCP (J1850) Invalid or Missing Data for Personalization,Network,OBD-II Standard,;
U1182,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1183,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1184,SCP (J1850) Invalid or Missing Data for Window Wiper /,Network,OBD-II Standard,;
U1185,SCP (J1850) Invalid or Missing Data for Window Wiper /,Network,OBD-II Standard,;
U1186,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1187,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1188,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1189,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1190,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1191,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1192,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1193,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1194,SCP (J1850) Invalid or Missing Data for Mirrors,Network,OBD-II Standard,;
U1195,SCP (J1850) Invalid or Missing Data for Mirrors,Network,OBD-II Standard,;
U1196,SCP (J1850) Invalid or Missing Data for Door Locks,Network,OBD-II Standard,;
U1197,SCP (J1850) Invalid or Missing Data for Door Locks,Network,OBD-II Standard,;
U1198,SCP (J1850) Invalid or Missing Data for External Access,Network,OBD-II Standard,;
U1199,SCP (J1850) Invalid or Missing Data f or External Access,Network,OBD-II Standard,;
U1200,SCP (J1850) Invalid or Missing Data for Seat Motion / Control,Network,OBD-II Standard,;
U1201,SCP (J1850) Invalid or Missing Data for Seat Motion / Control,Network,OBD-II Standard,;
U1202,SCP (J1850) Invalid or Missing Data for Windows,Network,OBD-II Standard,;
U1203,SCP (J1850) Invalid o r Missing Data for Windows,Network,OBD-II Standard,;
U1204,SCP (J1850) Invalid or Missing Data for Steering Column,Network,OBD-II Standard,;
U1205,SCP (J1850) Invalid or Missing Data for Steering Column,Network,OBD-II Standard,;
U1206,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1207,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1208,SCP (J1850) Invalid or Missing Data for Seat Switches,Network,OBD-II Standard,;
U1209,SCP (J1850) Invalid or Missing Data for Seat Switches,Network,OBD-II Standard,;
U1210,SCP (J1850) Invalid or Missing Data for Restraints,Network,OBD-II Standard,;
U1211,SCP (J1850) Invalid or Missing Data for Restraints,Network,OBD-II Standard,;
U1212,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1213,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1214,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1215,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1216,SCP (J1850) Invalid or Missing Data for External Lamp Outage,Network,OBD-II Standard,;
U1217,SCP (J1850) Invalid or Missing Data for External Lamp Outage,Network,OBD-II Standard,;
U1218,SCP (J1850) Invalid or Missing Data for External Lamps,Network,OBD-II Standard,;
U1219,SCP (J1850) Invalid or Missing Data for External Lamps,Network,OBD-II Standard,;
U1220,SCP (J1850) Invalid or Missing Data for Interior Lamp Outage,Network,OBD-II Standard,;
U1221,SCP (J1850) Invalid or Missing Data for Interior Lamp Outage,Network,OBD-II Standard,;
U1222,SCP (J1850) Invalid or Missing Data for Interior Lamps,Network,OBD-II Standard,;
U1223,SCP (J1850) Invalid or Missing Data for Interior Lamps,Network,OBD-II Standard,;
U1224,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1225,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1226,SCP (J1850) Invalid or Missing Data for Body Status Request,Network,OBD-II Standard,;
U1227,SCP (J1850) Invalid or Missing Data for Body Status Request,Network,OBD-II Standard,;
U1228,SCP (J1850) Invalid or Missing Data for Tires,Network,OBD-II Standard,;
U1229,SCP (J1850) Invalid or Missing Data for Tires,Network,OBD-II Standard,;
U1230,SCP (J1850) Invalid or Missing Data for Electric Defrost,Network,OBD-II Standard,;
U1231,SCP (J1850) Invalid or Missing Data for Electric D efrost,Network,OBD-II Standard,;
U1232,SCP (J1850) Invalid or Missing Data for Navigation,Network,OBD-II Standard,;
U1233,SCP (J1850) Invalid or Missing Data for Navigation,Network,OBD-II Standard,;
U1234,SCP (J1850) Invalid or Missing Data for Displays,Network,OBD-II Standard,;
U1235,SCP (J1850) Invalid or Missing Data for Displays,Network,OBD-II Standard,;
U1236,SCP(J1850) Invalid or Missing Data for Memory Storage,Network,OBD-II Standard,;
U1237,SCP (J1850) Invalid or Missing Data for Memory Storage,Network,OBD-II Standard,;
U1238,SCP (J1850) Invalid or Missing Data for Experimental #4,Network,OBD-II Standard,;
U1239,SCP (J1850) Invalid or Missing Data for Experimental #4,Network,OBD-II Standard,;
